Customer_ID,Customer_Name,Order_Value,Spending_Rank
C00098,Customer_98,1022008.8499999999,726
C02103,Customer_2103,1021452.06,727
C01188,Customer_1188,1021011.62,728
C00846,Customer_846,1019943.9099999999,729
C02889,Customer_2889,1019849.79,730
C00273,Customer_273,1017943.2499999999,731
C00706,Customer_706,1014815.4199999999,732
C02995,Customer_2995,1013138.9299999999,733
C01080,Customer_1080,1012056.9,734
C01687,Customer_1687,1009998.52,735
C00256,Customer_256,1009099.55,736
C00308,Customer_308,1009008.56,737
C02143,Customer_2143,1008350.37,738
C01649,Customer_1649,1007789.53,739
C02904,Customer_2904,1007654.54,740
C00134,Customer_134,1007309.75,741
C00118,Customer_118,1006388.34,742
C01312,Customer_1312,1006310.5000000001,743
C01680,Customer_1680,1006237.0,744
C01070,Customer_1070,1006125.97,745
C00974,Customer_974,1005034.0700000001,746
C02557,Customer_2557,1004897.8400000001,747
C00278,Customer_278,1004795.95,748
C02335,Customer_2335,1004504.61,749
C00386,Customer_386,1003426.3500000001,750
C01715,Customer_1715,1002801.23,751
C02087,Customer_2087,1002337.1799999999,752
C02652,Customer_2652,1002005.3899999999,753
C00204,Customer_204,1001564.73,754
C00563,Customer_563,1000779.75,755
C01852,Customer_1852,1000757.89,756
C01434,Customer_1434,999722.6,757
C01508,Customer_1508,999703.1499999999,758
C02453,Customer_2453,999696.88,759
C01445,Customer_1445,999569.47,760
C01020,Customer_1020,998970.8,761
C01650,Customer_1650,998420.83,762
C02939,Customer_2939,998151.8300000001,763
C01674,Customer_1674,996533.86,764
C00781,Customer_781,995032.3200000001,765
C00693,Customer_693,994266.8,766
C01810,Customer_1810,993173.36,767
C00598,Customer_598,992812.29,768
C01250,Customer_1250,992186.77,769
C01879,Customer_1879,991907.83,770
C00889,Customer_889,990940.1499999999,771
C00849,Customer_849,990774.4500000001,772
C00730,Customer_730,990637.3200000001,773
C01982,Customer_1982,989965.0900000001,774
C00010,Customer_10,989674.99,775
C02866,Customer_2866,989478.1199999999,776
C00754,Customer_754,988373.27,777
C00890,Customer_890,988008.3699999999,778
C02843,Customer_2843,987765.77,779
C01848,Customer_1848,987415.44,780
C02490,Customer_2490,987201.8099999999,781
C02237,Customer_2237,986897.03,782
C02514,Customer_2514,986048.11,783
C00205,Customer_205,985764.84,784
C02225,Customer_2225,985759.01,785
C02968,Customer_2968,985013.7899999999,786
C01302,Customer_1302,984205.03,787
C02927,Customer_2927,984136.99,788
C00314,Customer_314,984128.78,789
C02456,Customer_2456,983951.36,790
C01205,Customer_1205,982569.45,791
C01608,Customer_1608,982260.5,792
C02120,Customer_2120,982075.72,793
C02806,Customer_2806,981067.75,794
C02976,Customer_2976,980730.74,795
C01525,Customer_1525,979271.17,796
C02392,Customer_2392,978919.0900000001,797
C02252,Customer_2252,978362.04,798
C02366,Customer_2366,978022.99,799
C00907,Customer_907,977545.63,800
C01098,Customer_1098,977232.1600000001,801
C01809,Customer_1809,976184.62,802
C01661,Customer_1661,975832.74,803
C02106,Customer_2106,975642.45,804
C02560,Customer_2560,975409.2000000001,805
C01526,Customer_1526,973878.9400000001,806
C00976,Customer_976,973792.5299999999,807
C00637,Customer_637,973747.0,808
C00617,Customer_617,973308.3600000001,809
C01676,Customer_1676,973076.33,810
C02012,Customer_2012,972206.04,811
C01902,Customer_1902,972148.9099999999,812
C01294,Customer_1294,971475.72,813
C02592,Customer_2592,970968.74,814
C01568,Customer_1568,970653.0700000001,815
C00418,Customer_418,970421.15,816
C01722,Customer_1722,970015.3400000001,817
C01208,Customer_1208,967863.3,818
C02188,Customer_2188,967769.37,819
C02916,Customer_2916,965567.54,820
C01833,Customer_1833,965302.64,821
C00785,Customer_785,965130.86,822
C02104,Customer_2104,963810.38,823
C00592,Customer_592,961643.85,824
C00378,Customer_378,960670.06,825
C00764,Customer_764,960340.63,826
C02924,Customer_2924,959053.02,827
C00063,Customer_63,958727.78,828
C01962,Customer_1962,957708.34,829
C00804,Customer_804,956596.06,830
C01234,Customer_1234,956530.98,831
C00445,Customer_445,956062.3899999999,832
C02384,Customer_2384,955981.45,833
C00792,Customer_792,955746.69,834
C00342,Customer_342,955067.69,835
C01812,Customer_1812,955015.5499999999,836
C01759,Customer_1759,953998.55,837
C00996,Customer_996,953451.4,838
C01754,Customer_1754,953129.14,839
C02062,Customer_2062,952758.42,840
C01325,Customer_1325,952404.15,841
C00525,Customer_525,952064.79,842
C00452,Customer_452,951107.6300000001,843
C01243,Customer_1243,949082.64,844
C02740,Customer_2740,948639.51,845
C02242,Customer_2242,947768.52,846
C02393,Customer_2393,945986.5,847
C02152,Customer_2152,945911.84,848
C00614,Customer_614,945448.11,849
C02800,Customer_2800,945378.04,850
C02534,Customer_2534,945045.79,851
C02549,Customer_2549,944793.77,852
C01105,Customer_1105,944614.27,853
C00324,Customer_324,944267.9299999999,854
C02762,Customer_2762,944020.16,855
C02102,Customer_2102,943850.58,856
C00039,Customer_39,943458.42,857
C02901,Customer_2901,941316.9199999999,858
C02156,Customer_2156,939425.03,859
C02356,Customer_2356,939358.1000000001,860
C00310,Customer_310,938383.77,861
C01893,Customer_1893,937664.8300000001,862
C01675,Customer_1675,937585.6799999999,863
C00062,Customer_62,936804.86,864
C02867,Customer_2867,936272.0900000001,865
C00624,Customer_624,936047.0700000001,866
C02966,Customer_2966,935134.69,867
C01969,Customer_1969,935065.7,868
C00194,Customer_194,934603.06,869
C02065,Customer_2065,934324.03,870
C00076,Customer_76,934096.0199999999,871
C02846,Customer_2846,933902.2,872
C02221,Customer_2221,932767.05,873
C02890,Customer_2890,931836.89,874
C00165,Customer_165,930937.38,875
C02331,Customer_2331,930835.08,876
C00629,Customer_629,929635.79,877
C00473,Customer_473,929000.01,878
C01194,Customer_1194,928958.16,879
C01601,Customer_1601,928880.3300000001,880
C01959,Customer_1959,928283.28,881
C01102,Customer_1102,928061.29,882
C01996,Customer_1996,928022.97,883
C01422,Customer_1422,927842.17,884
C02919,Customer_2919,927550.0900000001,885
C00994,Customer_994,926944.82,886
C00715,Customer_715,926898.46,887
C01528,Customer_1528,926822.35,888
C02232,Customer_2232,926800.7799999999,889
C00420,Customer_420,925650.4299999999,890
C01359,Customer_1359,925487.8999999999,891
C02382,Customer_2382,925465.5399999999,892
C02127,Customer_2127,925411.81,893
C00533,Customer_533,925358.0700000001,894
C00373,Customer_373,925247.59,895
C02473,Customer_2473,925113.56,896
C01349,Customer_1349,925059.53,897
C02460,Customer_2460,924352.21,898
C01293,Customer_1293,923386.86,899
C02015,Customer_2015,922688.34,900
C02090,Customer_2090,922666.0,901
C00203,Customer_203,922592.62,902
C02730,Customer_2730,922570.8200000001,903
C01737,Customer_1737,922127.6400000001,904
C01506,Customer_1506,921620.31,905
C00495,Customer_495,921392.63,906
C01580,Customer_1580,920798.8300000001,907
C00325,Customer_325,920495.95,908
C00899,Customer_899,920384.73,909
C00360,Customer_360,919170.5700000001,910
C00962,Customer_962,918033.26,911
C00056,Customer_56,917196.8300000001,912
C01113,Customer_1113,917029.45,913
C01468,Customer_1468,917019.36,914
C02483,Customer_2483,916389.2999999999,915
C01503,Customer_1503,915557.77,916
C00985,Customer_985,915508.0900000001,917
C01485,Customer_1485,915294.8099999999,918
C01257,Customer_1257,914163.45,919
C00365,Customer_365,913892.04,920
C01904,Customer_1904,913130.65,921
C02537,Customer_2537,912679.52,922
C02693,Customer_2693,912264.7499999999,923
C01590,Customer_1590,912254.0399999999,924
C00780,Customer_780,912156.97,925
C01425,Customer_1425,911128.53,926
C00688,Customer_688,911038.8200000001,927
C01459,Customer_1459,910751.7100000001,928
C02885,Customer_2885,910542.76,929
C01613,Customer_1613,910448.38,930
C02631,Customer_2631,910372.11,931
C00055,Customer_55,909999.22,932
C00837,Customer_837,909809.69,933
C02148,Customer_2148,909220.69,934
C02515,Customer_2515,908370.79,935
C00227,Customer_227,908277.8300000001,936
C01135,Customer_1135,907247.84,937
C02251,Customer_2251,906542.01,938
C00549,Customer_549,906074.05,939
C01739,Customer_1739,905592.78,940
C02971,Customer_2971,905383.75,941
C01888,Customer_1888,905311.0800000001,942
C02207,Customer_2207,905279.84,943
C00957,Customer_957,904690.88,944
C01988,Customer_1988,904661.5900000001,945
C01738,Customer_1738,904443.2,946
C00746,Customer_746,903488.85,947
C01131,Customer_1131,903481.22,948
C01213,Customer_1213,903431.94,949
C00855,Customer_855,903076.75,950
C02327,Customer_2327,902971.51,951
C02351,Customer_2351,902131.97,952
C00652,Customer_652,901428.2,953
C01096,Customer_1096,901092.6200000001,954
C00403,Customer_403,900800.45,955
C02442,Customer_2442,900238.03,956
C01322,Customer_1322,899161.78,957
C02111,Customer_2111,899027.66,958
C00327,Customer_327,898240.58,959
C02671,Customer_2671,898076.05,960
C01460,Customer_1460,898061.36,961
C02002,Customer_2002,898013.19,962
C00158,Customer_158,897800.03,963
C01780,Customer_1780,897559.37,964
C01036,Customer_1036,897190.8600000001,965
C02775,Customer_2775,895816.2,966
C01877,Customer_1877,895793.5599999999,967
C00113,Customer_113,895370.97,968
C00724,Customer_724,894815.28,969
C01870,Customer_1870,894788.91,970
C00869,Customer_869,894194.3300000001,971
C01270,Customer_1270,894033.1799999999,972
C00086,Customer_86,893956.97,973
C02036,Customer_2036,893759.25,974
C00751,Customer_751,893678.13,975
C00772,Customer_772,893588.0800000001,976
C01919,Customer_1919,893582.49,977
C01108,Customer_1108,893451.39,978
C00574,Customer_574,893237.78,979
C00299,Customer_299,893193.6,980
C02461,Customer_2461,892792.0700000001,981
C02591,Customer_2591,892574.41,982
C02584,Customer_2584,892364.7899999999,983
C02980,Customer_2980,891627.86,984
C01246,Customer_1246,889789.75,985
C02435,Customer_2435,889353.8699999999,986
C02962,Customer_2962,888657.29,987
C01431,Customer_1431,888243.73,988
C01670,Customer_1670,888238.8099999999,989
C01295,Customer_1295,887864.07,990
C02932,Customer_2932,887197.47,991
C02711,Customer_2711,886586.61,992
C02527,Customer_2527,886286.97,993
C01138,Customer_1138,885907.3200000001,994
C00815,Customer_815,885653.61,995
C01709,Customer_1709,883728.4700000001,996
C00129,Customer_129,883105.98,997
C00146,Customer_146,882182.79,998
C00164,Customer_164,882127.4200000002,999
C01664,Customer_1664,881707.02,1000
C02892,Customer_2892,881671.73,1001
C00379,Customer_379,880452.8500000001,1002
C00970,Customer_970,880413.86,1003
C02739,Customer_2739,880324.1799999999,1004
C02248,Customer_2248,880276.64,1005
C01673,Customer_1673,879763.43,1006
C00304,Customer_304,879259.81,1007
C00083,Customer_83,879177.27,1008
C02469,Customer_2469,878841.25,1009
C02410,Customer_2410,878675.78,1010
C02778,Customer_2778,878577.35,1011
C02726,Customer_2726,878490.88,1012
C02391,Customer_2391,878386.73,1013
C01695,Customer_1695,878344.8200000001,1014
C00126,Customer_126,878218.33,1015
C02531,Customer_2531,876792.6499999999,1016
C01318,Customer_1318,876089.03,1017
C00381,Customer_381,875988.27,1018
C00049,Customer_49,875074.7000000001,1019
C00046,Customer_46,874560.57,1020
C02823,Customer_2823,874189.46,1021
C01802,Customer_1802,873824.12,1022
C02662,Customer_2662,873396.6699999999,1023
C00708,Customer_708,873193.26,1024
C01184,Customer_1184,873136.43,1025
C01688,Customer_1688,872849.78,1026
C02686,Customer_2686,872674.32,1027
C02958,Customer_2958,871262.63,1028
C02066,Customer_2066,870922.1699999999,1029
C02917,Customer_2917,870908.86,1030
C02467,Customer_2467,870810.59,1031
C01876,Customer_1876,870712.8099999999,1032
C00090,Customer_90,870711.52,1033
C00168,Customer_168,869946.78,1034
C02497,Customer_2497,869181.05,1035
C00835,Customer_835,868883.6199999999,1036
C00895,Customer_895,868778.36,1037
C01202,Customer_1202,868252.65,1038
C01998,Customer_1998,868108.59,1039
C00886,Customer_886,868095.62,1040
C02589,Customer_2589,868001.2,1041
C00417,Customer_417,867832.06,1042
C01396,Customer_1396,867485.91,1043
C00975,Customer_975,867198.12,1044
C02600,Customer_2600,866577.8500000001,1045
C02991,Customer_2991,865643.0,1046
C01152,Customer_1152,865486.04,1047
C01065,Customer_1065,865049.84,1048
C01186,Customer_1186,864606.48,1049
C02097,Customer_2097,864493.91,1050
C01891,Customer_1891,864426.64,1051
C02894,Customer_2894,864213.89,1052
C02526,Customer_2526,864210.4,1053
C00955,Customer_955,864203.0800000001,1054
C02625,Customer_2625,864142.24,1055
C01550,Customer_1550,863213.9899999999,1056
C01393,Customer_1393,861949.6000000001,1057
C00133,Customer_133,860853.5399999999,1058
C01920,Customer_1920,860488.36,1059
C01958,Customer_1958,859711.0,1060
C02872,Customer_2872,859007.49,1061
C00561,Customer_561,858136.53,1062
C02845,Customer_2845,856519.26,1063
C02940,Customer_2940,855032.72,1064
C00111,Customer_111,854976.4099999999,1065
C00498,Customer_498,853426.6799999999,1066
C00532,Customer_532,853297.77,1067
C01382,Customer_1382,853049.56,1068
C01308,Customer_1308,852908.79,1069
C00700,Customer_700,852873.8699999999,1070
C00047,Customer_47,852574.8200000001,1071
C01050,Customer_1050,851838.01,1072
C02547,Customer_2547,850771.25,1073
C01136,Customer_1136,850520.1199999999,1074
C02117,Customer_2117,850115.02,1075
C00845,Customer_845,849598.75,1076
C00401,Customer_401,848215.78,1077
C00783,Customer_783,848195.64,1078
C01795,Customer_1795,848192.11,1079
C01364,Customer_1364,847282.31,1080
C02341,Customer_2341,846315.2499999999,1081
C02113,Customer_2113,845696.5,1082
C01227,Customer_1227,845629.11,1083
C01487,Customer_1487,845475.12,1084
C00723,Customer_723,845249.22,1085
C02723,Customer_2723,844887.31,1086
C01954,Customer_1954,844561.74,1087
C00181,Customer_181,844100.8,1088
C01916,Customer_1916,843812.67,1089
C00078,Customer_78,843391.14,1090
C02021,Customer_2021,842579.39,1091
C00421,Customer_421,842245.43,1092
C01155,Customer_1155,840703.89,1093
C00370,Customer_370,840521.19,1094
C01361,Customer_1361,840452.72,1095
C01333,Customer_1333,839470.89,1096
C02074,Customer_2074,839138.7799999999,1097
C02794,Customer_2794,838681.23,1098
C00903,Customer_903,838207.84,1099
C02261,Customer_2261,837353.6799999999,1100
C01013,Customer_1013,837155.4,1101
C00530,Customer_530,837023.54,1102
C01084,Customer_1084,836927.8999999999,1103
C01519,Customer_1519,836715.34,1104
C02234,Customer_2234,836695.1000000001,1105
C00914,Customer_914,836562.24,1106
C00480,Customer_480,835168.9299999999,1107
C01723,Customer_1723,834545.9800000001,1108
C01249,Customer_1249,834467.48,1109
C02807,Customer_2807,834361.84,1110
C02317,Customer_2317,834291.7599999999,1111
C02334,Customer_2334,833961.6699999999,1112
C02742,Customer_2742,833887.67,1113
C01390,Customer_1390,833578.84,1114
C02753,Customer_2753,833236.09,1115
C00282,Customer_282,832703.1000000001,1116
C00570,Customer_570,832523.8700000001,1117
C00917,Customer_917,831144.82,1118
C01646,Customer_1646,830929.28,1119
C01313,Customer_1313,830888.86,1120
C01212,Customer_1212,830480.86,1121
C01986,Customer_1986,830253.1599999999,1122
C00717,Customer_717,829826.88,1123
C00036,Customer_36,829823.76,1124
C01446,Customer_1446,829775.3700000001,1125
C02059,Customer_2059,829727.33,1126
C01332,Customer_1332,829563.16,1127
C01606,Customer_1606,829187.43,1128
C00397,Customer_397,828942.8200000001,1129
C02025,Customer_2025,828386.25,1130
C02745,Customer_2745,828198.27,1131
C02970,Customer_2970,827529.54,1132
C01199,Customer_1199,827521.92,1133
C02936,Customer_2936,827413.76,1134
C01912,Customer_1912,826939.6799999999,1135
C02989,Customer_2989,826845.35,1136
C01377,Customer_1377,825363.99,1137
C01228,Customer_1228,824288.7,1138
C01796,Customer_1796,823285.14,1139
C00989,Customer_989,822789.1,1140
C00406,Customer_406,822330.8200000001,1141
C01815,Customer_1815,821668.06,1142
C00413,Customer_413,821308.39,1143
C02909,Customer_2909,820891.35,1144
C00800,Customer_800,820782.2899999999,1145
C01818,Customer_1818,819931.26,1146
C02765,Customer_2765,819219.3300000001,1147
C01220,Customer_1220,819181.14,1148
C01530,Customer_1530,819113.1799999999,1149
C00128,Customer_128,818102.26,1150
C01233,Customer_1233,817809.6100000001,1151
C01622,Customer_1622,817656.9400000001,1152
C02292,Customer_2292,815967.14,1153
C01467,Customer_1467,815840.73,1154
C02618,Customer_2618,815022.2,1155
C01144,Customer_1144,814964.0399999999,1156
C02509,Customer_2509,814453.6,1157
C02377,Customer_2377,814256.34,1158
C01840,Customer_1840,812742.5800000001,1159
C02374,Customer_2374,812628.6799999999,1160
C02109,Customer_2109,810981.8200000001,1161
C01197,Customer_1197,810718.61,1162
C01296,Customer_1296,810357.47,1163
C02468,Customer_2468,810283.3899999999,1164
C01937,Customer_1937,809476.6900000001,1165
C02160,Customer_2160,809343.58,1166
C01122,Customer_1122,809019.82,1167
C00796,Customer_796,808656.32,1168
C00906,Customer_906,808502.0,1169
C02209,Customer_2209,807514.92,1170
C02601,Customer_2601,807163.51,1171
C00920,Customer_920,807126.27,1172
C02758,Customer_2758,807097.4,1173
C00265,Customer_265,807054.9600000001,1174
C01713,Customer_1713,806863.6399999999,1175
C00454,Customer_454,806444.3300000001,1176
C01647,Customer_1647,806321.16,1177
C01337,Customer_1337,805346.1,1178
C01498,Customer_1498,805284.68,1179
C02411,Customer_2411,805185.85,1180
C02879,Customer_2879,805009.55,1181
C00742,Customer_742,804823.54,1182
C00992,Customer_992,804667.61,1183
C02720,Customer_2720,804535.12,1184
C00638,Customer_638,804274.23,1185
C00368,Customer_368,803909.1099999999,1186
C02140,Customer_2140,803659.12,1187
C01763,Customer_1763,803572.0,1188
C02364,Customer_2364,802679.62,1189
C01889,Customer_1889,802307.07,1190
C01266,Customer_1266,801478.12,1191
C02316,Customer_2316,801382.58,1192
C01235,Customer_1235,800794.64,1193
C01128,Customer_1128,799997.55,1194
C01338,Customer_1338,799202.95,1195
C02426,Customer_2426,798727.63,1196
C00607,Customer_607,798539.46,1197
C00797,Customer_797,798370.73,1198
C02828,Customer_2828,798137.0599999999,1199
C01146,Customer_1146,797957.25,1200
C00477,Customer_477,797213.4299999999,1201
C02629,Customer_2629,796816.05,1202
C01401,Customer_1401,796674.5700000001,1203
C01360,Customer_1360,795837.77,1204
C00552,Customer_552,795632.13,1205
C00288,Customer_288,794455.63,1206
C01047,Customer_1047,792001.56,1207
C02155,Customer_2155,791865.56,1208
C02110,Customer_2110,791735.85,1209
C01643,Customer_1643,791409.1799999999,1210
C01410,Customer_1410,791230.76,1211
C02053,Customer_2053,791026.22,1212
C02388,Customer_2388,790979.4299999999,1213
C00461,Customer_461,789423.57,1214
C01078,Customer_1078,788876.22,1215
C00615,Customer_615,788846.73,1216
C00332,Customer_332,788718.36,1217
C01119,Customer_1119,788127.85,1218
C02191,Customer_2191,787913.13,1219
C01562,Customer_1562,787650.7,1220
C02963,Customer_2963,787428.31,1221
C02837,Customer_2837,787152.39,1222
C02385,Customer_2385,787065.7200000001,1223
C01024,Customer_1024,786713.8,1224
C01665,Customer_1665,786508.03,1225
C01953,Customer_1953,785496.76,1226
C02430,Customer_2430,785277.59,1227
C00943,Customer_943,785149.2,1228
C00840,Customer_840,784861.0599999999,1229
C01174,Customer_1174,784854.6399999999,1230
C02950,Customer_2950,784408.96,1231
C00435,Customer_435,784075.98,1232
C01690,Customer_1690,783980.61,1233
C01634,Customer_1634,783626.41,1234
C00136,Customer_136,783475.76,1235
C00839,Customer_839,783035.6599999999,1236
C02539,Customer_2539,782657.59,1237
C00999,Customer_999,781868.2,1238
C02850,Customer_2850,781694.27,1239
C01964,Customer_1964,781614.15,1240
C02247,Customer_2247,781433.53,1241
C01520,Customer_1520,780837.0,1242
C02738,Customer_2738,779997.6599999999,1243
C00847,Customer_847,779688.6200000001,1244
C02724,Customer_2724,779579.27,1245
C00037,Customer_37,779142.7899999999,1246
C00274,Customer_274,779041.06,1247
C00695,Customer_695,778766.34,1248
C02177,Customer_2177,778698.9199999999,1249
C00595,Customer_595,778289.95,1250
C00599,Customer_599,778211.95,1251
C00013,Customer_13,777905.62,1252
C00698,Customer_698,777520.26,1253
C01850,Customer_1850,777467.8900000001,1254
C01589,Customer_1589,777405.71,1255
C01224,Customer_1224,777402.8,1256
C02186,Customer_2186,777025.09,1257
C01572,Customer_1572,776622.06,1258
C00008,Customer_8,776531.24,1259
C02296,Customer_2296,776297.0,1260
C02269,Customer_2269,776047.12,1261
C01421,Customer_1421,775950.5,1262
C01621,Customer_1621,775877.0199999999,1263
C00438,Customer_438,774267.01,1264
C02552,Customer_2552,774106.97,1265
C00349,Customer_349,773821.1799999999,1266
C00057,Customer_57,772453.77,1267
C02082,Customer_2082,771792.31,1268
C00952,Customer_952,771655.94,1269
C00794,Customer_794,771209.74,1270
C01495,Customer_1495,771149.47,1271
C00651,Customer_651,770395.39,1272
C00778,Customer_778,770373.9,1273
C01991,Customer_1991,769944.8500000001,1274
C02279,Customer_2279,768609.45,1275
C00229,Customer_229,768440.31,1276
C00733,Customer_733,768422.13,1277
C00506,Customer_506,767693.06,1278
C00611,Customer_611,765964.83,1279
C00832,Customer_832,765334.85,1280
C02494,Customer_2494,765038.65,1281
C00177,Customer_177,764433.55,1282
C01281,Customer_1281,763738.87,1283
C01605,Customer_1605,762886.7,1284
C02658,Customer_2658,762725.65,1285
C02228,Customer_2228,762049.75,1286
C01347,Customer_1347,761607.2999999999,1287
C00732,Customer_732,761381.0499999999,1288
C00433,Customer_433,760341.1900000001,1289
C00827,Customer_827,760173.75,1290
C01206,Customer_1206,758856.27,1291
C02577,Customer_2577,758743.16,1292
C02249,Customer_2249,758694.76,1293
C02748,Customer_2748,758648.99,1294
C01111,Customer_1111,756897.55,1295
C00023,Customer_23,756883.26,1296
C01058,Customer_1058,756608.77,1297
C00228,Customer_228,756522.58,1298
C02195,Customer_2195,756405.81,1299
C01052,Customer_1052,756267.51,1300
C01217,Customer_1217,756215.45,1301
C01955,Customer_1955,755810.23,1302
C01560,Customer_1560,755714.63,1303
C01480,Customer_1480,755359.2,1304
C02005,Customer_2005,754784.69,1305
C00135,Customer_135,754511.14,1306
C02915,Customer_2915,753792.96,1307
C02948,Customer_2948,753508.46,1308
C02450,Customer_2450,752781.43,1309
C00091,Customer_91,752384.57,1310
C01086,Customer_1086,752086.11,1311
C01341,Customer_1341,752046.81,1312
C00755,Customer_755,750861.53,1313
C00011,Customer_11,750812.36,1314
C01120,Customer_1120,750699.86,1315
C02925,Customer_2925,749998.03,1316
C01762,Customer_1762,749833.04,1317
C00612,Customer_612,749746.38,1318
C01288,Customer_1288,749598.36,1319
C02447,Customer_2447,748801.97,1320
C00200,Customer_200,748697.37,1321
C00112,Customer_112,748380.12,1322
C01426,Customer_1426,747715.3499999999,1323
C00749,Customer_749,746227.66,1324
C00729,Customer_729,745893.07,1325
C01729,Customer_1729,744988.89,1326
C00247,Customer_247,744493.61,1327
C02878,Customer_2878,744212.3,1328
C01828,Customer_1828,743759.77,1329
C02599,Customer_2599,743427.1399999999,1330
C00566,Customer_566,743305.75,1331
C02135,Customer_2135,742269.77,1332
C00175,Customer_175,742019.5499999999,1333
C00192,Customer_192,741786.91,1334
C02579,Customer_2579,741611.44,1335
C01834,Customer_1834,740965.41,1336
C02161,Customer_2161,740796.96,1337
C00670,Customer_670,740720.65,1338
C00156,Customer_156,740675.6699999999,1339
C00491,Customer_491,740469.69,1340
C02606,Customer_2606,739733.5,1341
C02073,Customer_2073,739721.81,1342
C01564,Customer_1564,739324.32,1343
C00232,Customer_232,739138.1099999999,1344
C02399,Customer_2399,738564.53,1345
C00148,Customer_148,738230.07,1346
C00214,Customer_214,738052.0,1347
C02037,Customer_2037,737980.36,1348
C00620,Customer_620,737496.98,1349
C02180,Customer_2180,737279.27,1350
C01783,Customer_1783,737263.62,1351
C02541,Customer_2541,736217.64,1352
C00675,Customer_675,735967.1900000001,1353
C00526,Customer_526,735658.69,1354
C00066,Customer_66,735369.55,1355
C02918,Customer_2918,735117.8999999999,1356
C02441,Customer_2441,734722.43,1357
C01029,Customer_1029,734575.5499999999,1358
C01232,Customer_1232,734468.36,1359
C00805,Customer_805,734214.01,1360
C02286,Customer_2286,731922.94,1361
C01012,Customer_1012,731596.76,1362
C02830,Customer_2830,731488.7,1363
C02001,Customer_2001,731428.78,1364
C02480,Customer_2480,731012.01,1365
C00731,Customer_731,730641.48,1366
C02075,Customer_2075,730576.31,1367
C01464,Customer_1464,730568.08,1368
C02340,Customer_2340,730383.57,1369
C01718,Customer_1718,730378.62,1370
C00329,Customer_329,730238.35,1371
C01415,Customer_1415,729964.08,1372
C01082,Customer_1082,729938.9099999999,1373
C02071,Customer_2071,729929.8,1374
C00293,Customer_293,729919.69,1375
C00711,Customer_711,729546.3700000001,1376
C01472,Customer_1472,729201.43,1377
C00157,Customer_157,729181.59,1378
C02153,Customer_2153,727974.3300000001,1379
C01363,Customer_1363,727885.9199999999,1380
C00619,Customer_619,726885.46,1381
C02747,Customer_2747,726824.09,1382
C00876,Customer_876,726491.81,1383
C00537,Customer_537,726490.57,1384
C02157,Customer_2157,726386.35,1385
C01573,Customer_1573,726302.84,1386
C02754,Customer_2754,725953.16,1387
C01511,Customer_1511,725944.6,1388
C02199,Customer_2199,725694.3400000001,1389
C02511,Customer_2511,725247.39,1390
C02813,Customer_2813,725190.69,1391
C01354,Customer_1354,724752.38,1392
C01545,Customer_1545,724479.73,1393
C00159,Customer_159,723719.6799999999,1394
C01945,Customer_1945,723141.51,1395
C01669,Customer_1669,723072.32,1396
C02670,Customer_2670,722795.88,1397
C02231,Customer_2231,722756.75,1398
C02044,Customer_2044,722606.18,1399
C01505,Customer_1505,722584.5700000001,1400
C01123,Customer_1123,720917.87,1401
C00492,Customer_492,720183.41,1402
C00141,Customer_141,719592.17,1403
C00626,Customer_626,718281.38,1404
C00143,Customer_143,718187.7,1405
C02785,Customer_2785,717594.98,1406
C00686,Customer_686,717513.33,1407
C01456,Customer_1456,717185.92,1408
C01537,Customer_1537,716803.61,1409
C00340,Customer_340,716520.59,1410
C01851,Customer_1851,716308.29,1411
C00877,Customer_877,716277.53,1412
C01514,Customer_1514,716143.0599999999,1413
C00328,Customer_328,716085.65,1414
C01720,Customer_1720,715948.47,1415
C02491,Customer_2491,715374.42,1416
C02882,Customer_2882,715336.47,1417
C01466,Customer_1466,714932.64,1418
C02206,Customer_2206,714316.35,1419
C01963,Customer_1963,713954.26,1420
C01644,Customer_1644,713917.91,1421
C02690,Customer_2690,713737.19,1422
C01861,Customer_1861,713349.8,1423
C02400,Customer_2400,713332.72,1424
C00366,Customer_366,713160.28,1425
C00478,Customer_478,712379.36,1426
C02119,Customer_2119,711858.9299999999,1427
C00240,Customer_240,711806.22,1428
C02368,Customer_2368,711144.5,1429
C02769,Customer_2769,710761.7000000001,1430
C02315,Customer_2315,710628.96,1431
C01093,Customer_1093,710023.1699999999,1432
C00602,Customer_602,709680.47,1433
C02864,Customer_2864,709134.02,1434
C01353,Customer_1353,707938.74,1435
C02913,Customer_2913,707869.35,1436
C00678,Customer_678,707564.52,1437
C00584,Customer_584,707314.5800000001,1438
C01263,Customer_1263,707096.64,1439
C00728,Customer_728,707085.8099999999,1440
C02788,Customer_2788,706968.32,1441
C00448,Customer_448,706424.8,1442
C02581,Customer_2581,706175.6,1443
C02561,Customer_2561,705906.32,1444
C02548,Customer_2548,705822.35,1445
C02605,Customer_2605,705800.79,1446
C01631,Customer_1631,705790.33,1447
C00221,Customer_221,704783.7,1448
C00117,Customer_117,704502.16,1449
C01303,Customer_1303,704036.12,1450
C01743,Customer_1743,703307.8500000001,1451
C00567,Customer_567,702853.13,1452
C00642,Customer_642,702837.73,1453
C00659,Customer_659,702066.3099999999,1454
C01153,Customer_1153,701857.88,1455
C01139,Customer_1139,701794.86,1456
C00641,Customer_641,701360.96,1457
C01866,Customer_1866,701111.25,1458
C00502,Customer_502,700807.25,1459
